271, 0.34404761904762 0.70511534603811 0.106319 0.972919;
272, 0.27857142857143 0.69709127382146 0.148445 0.954865;
273, 0.275 0.69608826479438 0.152457 0.946841;
274, 0.27678571428571 0.6900702106319 0.137412 0.945837;
275, 0.27857142857143 0.67803410230692 0.132397 0.943832;
276, 0.27797619047619 0.6740220661986 0.12337 0.937813;
277, 0.27678571428571 0.67201604814443 0.119358 0.939819;
278, 0.27857142857143 0.67803410230692 0.125376 0.946841;
279, 0.27619047619048 0.68605817452357 0.12337 0.945837;
280, 0.24940476190476 0.68505516549649 0.12337 0.951856;
281, 0.21428571428571 0.67602808425276 0.127382 0.930792;
282, 0.20595238095238 0.68605817452357 0.130391 0.946841;
283, 0.20714285714286 0.68405215646941 0.128385 0.945837;
284, 0.20059523809524 0.69709127382146 0.12337 0.939819;
285, 0.1952380952381 0.70010030090271 0.121364 0.940822;
286, 0.20416666666667 0.70712136409228 0.129388 0.950853;
287, 0.21130952380952 0.70812437311936 0.134403 0.951856;
288, 0.23869047619048 0.73420260782347 0.129388 0.980943;
289, 0.28095238095238 0.76429287863591 0.158475 0.984955;
290, 0.58095238095238 0.46238716148445 0.161484 0.884654;
291, 0.57916666666667 0.46339017051153 0.125376 0.88666;
292, 0.56666666666667 0.46138415245737 0.0832497 0.882648;
293, 0.47380952380952 0.44132397191575 0.0822467 0.85657;
294, 0.4202380952381 0.43229689067202 0.0812437 0.840522;
295, 0.41785714285714 0.44132397191575 0.0732197 0.840522;
296, 0.3922619047619 0.46439317953862 0.0702106 0.851555;
297, 0.34821428571429 0.47743229689067 0.0952859 0.854564;
298, 0.33035714285714 0.50651955867603 0.135406 0.861585;
299, 0.41547619047619 0.50050150451354 0.144433 0.874624;
300, 0.52083333333333 0.50852557673019 0.150451 0.877633;
301, 0.56845238095238 0.50852557673019 0.241725 0.881645;
302, 0.54642857142857 0.50150451354062 0.195587 0.874624;
303, 0.54880952380952 0.50451354062187 0.147442 0.882648;
304, 0.55357142857143 0.50451354062187 0.134403 0.891675;
305, 0.55357142857143 0.50351053159478 0.139418 0.89669;
306, 0.55297619047619 0.50150451354062 0.229689 0.852558;
307, 0.55119047619048 0.79338014042126 0.779338 0.898696;
308, 0.54583333333333 0.73721163490471 0.724173 0.900702;
309, 0.44166666666667 0.53660982948847 0.460381 0.904714;
310, 0.35059523809524 0.51554663991976 0.383149 0.899699;
311, 0.29285714285714 0.52256770310933 0.362086 0.899699;
312, 0.29761904761905 0.52357071213641 0.231695 0.894684;
313, 0.35595238095238 0.51253761283852 0.193581 0.902708;
314, 0.48095238095238 0.51955867602808 0.19659 0.90672;
315, 0.54642857142857 0.53560682046138 0.194584 0.909729;
316, 0.54047619047619 0.54363089267803 0.150451 0.925777;
317, 0.53452380952381 0.55165496489468 0.124373 0.93681;
318, 0.5375 0.55967903711133 0.116349 0.947844;
319, 0.53928571428571 0.57171514543631 0.115346 0.957874;
320, 0.53630952380952 0.57372116349047 0.11334 0.962889;
321, 0.53095238095238 0.58174523570712 0.118355 0.965898;
322, 0.52142857142857 0.57973921765296 0.116349 0.965898;
323, 0.51607142857143 0.57673019057172 0.116349 0.96991;
324, 0.5125 0.57873620862588 0.118355 0.971916;
325, 0.51428571428571 0.57572718154463 0.117352 0.975928;
326, 0.5125 0.57572718154463 0.125376 0.977934;
327, 0.46547619047619 0.59177532597793 0.148445 0.977934;
328, 0.38571428571429 0.58575727181545 0.201605 0.962889;
329, 0.35119047619048 0.60381143430291 0.222668 0.962889;
330, 0.39107142857143 0.60280842527583 0.225677 0.977934;
331, 0.48630952380952 0.60280842527583 0.248746 0.978937;
332, 0.58333333333333 0.59979939819458 0.315948 0.960883;
333, 0.6452380952381 0.61083249749248 0.347041 0.958877;
334, 0.6875 0.62487462387161 0.343029 0.965898;
335, 0.71904761904762 0.641925777332 0.331996 0.967904;
336, 0.73928571428571 0.65997993981946 0.317954 0.982949;
337, 0.75297619047619 0.67101303911735 0.228686 0.985958;
338, 0.76190476190476 0.679037111334 0.213641 0.990973;
339, 0.76011904761905 0.67101303911735 0.213641 0.992979;
340, 0.76428571428571 0.66198595787362 0.181545 0.990973;
341, 0.77380952380952 0.64092276830491 0.19659 0.983952;
342, 0.78690476190476 0.6308926780341 0.181545 0.976931;
343, 0.79285714285714 0.5987963891675 0.164493 0.946841;
344, 0.79642857142857 0.52357071213641 0.154463 0.902708;
345, 0.79821428571429 0.45536609829488 0.195587 0.834504;
346, 0.79702380952381 0.3691073219659 0.198596 0.800401;
347, 0.77202380952381 0.31394182547643 0.197593 0.771314;
348, 0.73809523809524 0.26980942828485 0.192578 0.740221;
349, 0.67619047619048 0.2246740220662 0.179539 0.729188;
350, 0.6172619047619 0.17051153460381 0.148445 0.725175;
351, 0.5672619047619 0.15546639919759 0.145436 0.722166;
352, 0.48690476190476 0.15446339017051 0.121364 0.725175;
353, 0.43214285714286 0.13841524573721 0.100301 0.757272;
354, 0.46964285714286 0.31394182547643 0.0962889 0.835506;
355, 0.52321428571429 0.4493480441324 0.107322 0.881645;
356, 0.52738095238095 0.51654964894684 0.110331 0.913741;
357, 0.5327380952381 0.51454363089268 0.0932798 0.913741;
358, 0.53630952380952 0.51253761283852 0.0852558 0.917753;
359, 0.5422619047619 0.50952858575727 0.0772317 0.920762;
360, 0.54761904761905 0.5135406218656 0.0792377 0.923771;
361, 0.55297619047619 0.51955867602808 0.0952859 0.889669;
362, 0.55119047619048 0.5135406218656 0.275827 0.847543;
363, 0.54285714285714 0.87061183550652 0.863591 0.865597;
364, 0.53452380952381 0.802407221665 0.808425 0.883651;
365, 0.24464285714286 0.59277833500502 0.594784 0.891675;
366, 0.25654761904762 0.48946840521565 0.31996 0.897693;
367, 0.26428571428571 0.53259779338014 0.20662 0.920762;
368, 0.27083333333333 0.56268806419258 0.166499 0.928786;
369, 0.27678571428571 0.56469408224674 0.157472 0.930792;
370, 0.30178571428571 0.55867602808425 0.141424 0.934804;
371, 0.44761904761905 0.56369107321966 0.132397 0.932798;
372, 0.51845238095238 0.56369107321966 0.125376 0.933801;
373, 0.52202380952381 0.55867602808425 0.0742227 0.934804;
374, 0.52202380952381 0.55566700100301 0.0712136 0.930792;
375, 0.51904761904762 0.54864593781344 0.0651956 0.92678;
376, 0.42440476190476 0.59077231695085 0.0972919 0.938816;
377, 0.31190476190476 0.63891675025075 0.1334 0.941825;
378, 0.25714285714286 0.70310932798395 0.145436 0.938816;
379, 0.23333333333333 0.72818455366098 0.148445 0.948847;
380, 0.23988095238095 0.72517552657974 0.147442 0.957874;
381, 0.24285714285714 0.72918756268806 0.140421 0.962889;
382, 0.24464285714286 0.72517552657974 0.139418 0.965898;
383, 0.24702380952381 0.71715145436309 0.139418 0.962889;
384, 0.24821428571429 0.70712136409228 0.130391 0.950853;
385, 0.25357142857143 0.6900702106319 0.119358 0.929789;
386, 0.25952380952381 0.67001003009027 0.111334 0.918756;
387, 0.26190476190476 0.65295887662989 0.119358 0.894684;
388, 0.26488095238095 0.62788365095286 0.131394 0.871615;
389, 0.24285714285714 0.63691073219659 0.174524 0.867603;
390, 0.23392857142857 0.6629889669007 0.195587 0.8666;
391, 0.21904761904762 0.67602808425276 0.235707 0.863591;
392, 0.2125 0.69307923771314 0.247743 0.860582;
393, 0.21547619047619 0.67803410230692 0.238716 0.843531;
394, 0.21488095238095 0.67803410230692 0.25677 0.849549;
395, 0.21666666666667 0.68806419257773 0.25677 0.857573;
396, 0.2172619047619 0.68104312938816 0.270812 0.863591;
397, 0.24107142857143 0.67101303911735 0.272818 0.867603;
398, 0.31428571428571 0.6098294884654 0.261785 0.845537;
399, 0.38571428571429 0.58776328986961 0.234704 0.849549;
400, 0.40595238095238 0.59077231695085 0.208626 0.877633;
401, 0.40595238095238 0.6098294884654 0.215647 0.900702;
402, 0.40535714285714 0.62688064192578 0.217653 0.913741;
403, 0.40297619047619 0.63991975927783 0.214644 0.925777;
404, 0.47916666666667 0.57973921765296 0.219659 0.892678;
405, 0.57142857142857 0.51053159478435 0.15346 0.841525;
406, 0.57559523809524 0.5295887662989 0.119358 0.854564;
407, 0.57857142857143 0.53660982948847 0.119358 0.8666;
408, 0.57559523809524 0.54262788365095 0.114343 0.872618;
409, 0.56845238095238 0.53761283851555 0.114343 0.863591;
410, 0.56607142857143 0.52758274824473 0.105316 0.864594;
411, 0.56428571428571 0.52156469408225 0.100301 0.859579;
412, 0.56488095238095 0.52357071213641 0.0942829 0.855567;
413, 0.56845238095238 0.51955867602808 0.0892678 0.855567;
414, 0.56904761904762 0.51053159478435 0.0912738 0.855567;
415, 0.56488095238095 0.56870611835507 0.101304 0.895687;
416, 0.55535714285714 0.64994984954865 0.166499 0.933801;
417, 0.54821428571429 0.6469408224674 0.152457 0.925777;
418, 0.55357142857143 0.63891675025075 0.130391 0.91675;
419, 0.5547619047619 0.63189568706118 0.121364 0.917753;
420, 0.55892857142857 0.6469408224674 0.129388 0.932798;
421, 0.56309523809524 0.65997993981946 0.134403 0.943832;
422, 0.56071428571429 0.67703109327984 0.134403 0.953862;
423, 0.56309523809524 0.68605817452357 0.145436 0.964895;
424, 0.56369047619048 0.69408224674022 0.14343 0.970913;
425, 0.56309523809524 0.70210631895687 0.138415 0.968907;
426, 0.56071428571429 0.70010030090271 0.144433 0.970913;
427, 0.58095238095238 0.57673019057172 0.137412 0.882648;
428, 0.59166666666667 0.50451354062187 0.0661986 0.847543;
429, 0.59166666666667 0.50852557673019 0.0511535 0.853561;
430, 0.59345238095238 0.51755265797392 0.0561685 0.865597;
431, 0.59285714285714 0.5346038114343 0.0601805 0.872618;
432, 0.58928571428571 0.54162487462387 0.0571715 0.87663;
433, 0.58809523809524 0.54964894684052 0.0672016 0.880642;
434, 0.58928571428571 0.5456369107322 0.0722167 0.887663;
435, 0.58630952380952 0.54864593781344 0.0772317 0.885657;
436, 0.58511904761905 0.54964894684052 0.0742227 0.885657;
437, 0.5875 0.55265797392177 0.0862588 0.892678;
438, 0.58988095238095 0.55867602808425 0.108325 0.899699;
439, 0.5827380952381 0.55867602808425 0.17653 0.871615;
440, 0.49404761904762 0.56268806419258 0.38014 0.881645;
441, 0.39107142857143 0.56970912738215 0.345035 0.883651;
442, 0.31964285714286 0.59277833500502 0.270812 0.903711;
443, 0.26309523809524 0.62387161484453 0.208626 0.905717;
444, 0.2297619047619 0.64894684052156 0.205617 0.909729;
445, 0.25357142857143 0.63390170511535 0.167503 0.915747;
446, 0.26845238095238 0.5937813440321 0.152457 0.910732;
447, 0.34761904761905 0.55265797392177 0.152457 0.892678;
448, 0.4577380952381 0.52758274824473 0.148445 0.879639;
449, 0.54940476190476 0.518555667001 0.17653 0.837513;
450, 0.58630952380952 0.54162487462387 0.158475 0.870612;
451, 0.5875 0.54162487462387 0.139418 0.880642;
452, 0.5875 0.53961885656971 0.167503 0.852558;
453, 0.64285714285714 0.53159478435306 0.293882 0.845537;
454, 0.68333333333333 0.59478435305918 0.553661 0.843531;
455, 0.73095238095238 0.55165496489468 0.466399 0.842528;
456, 0.73809523809524 0.52357071213641 0.324975 0.847543;
457, 0.75 0.53159478435306 0.242728 0.865597;
458, 0.76369047619048 0.54764292878636 0.208626 0.872618;
459, 0.77261904761905 0.5506519558676 0.208626 0.880642;
460, 0.78571428571429 0.56870611835507 0.199599 0.880642;
461, 0.79285714285714 0.57171514543631 0.170512 0.901705;
462, 0.79761904761905 0.58475426278837 0.158475 0.905717;
463, 0.80059523809524 0.58776328986961 0.159478 0.914744;
464, 0.79821428571429 0.58375125376128 0.152457 0.920762;
465, 0.79583333333333 0.58575727181545 0.15346 0.919759;
466, 0.78452380952381 0.58976930792377 0.158475 0.92678;
